NZ_CP034778.1_1	U3U6Q6
NZ_CP034778.1_1919	H1XST6
NZ_CP034778.1_1920	H1XST6
NZ_CP034778.1_1924	Q02CI0
NZ_CP034778.1_1925	E8UX31
NZ_CP034778.1_1926	E8UX32
NZ_CP034778.1_1930	E1R0Z8
NZ_CP034778.1_1932	S6CGU6
NZ_CP034778.1_1933	U3U870
NZ_CP034778.1_1935	C1ACC7
NZ_CP034778.1_1936	B1ZSD7
NZ_CP034778.1_1937	U3U6I2
NZ_CP034778.1_1938	U3U326
NZ_CP034778.1_1940	S6CEH8
NZ_CP034778.1_1941	U3U9L8
NZ_CP034778.1_1942	U3U890
NZ_CP034778.1_1945	U3U6I5
NZ_CP034778.1_1946	Q01ZY5
NZ_CP034778.1_1950	I6Z4G5
NZ_CP034778.1_1951	D4H8C1
NZ_CP034778.1_1952	A9AY10
NZ_CP034778.1_1953	A9AY11
NZ_CP034778.1_1954	A9AY12
NZ_CP034778.1_1955	D5EJ47
NZ_CP034778.1_1956	S6BWM8
NZ_CP034778.1_1958	A9WIC9
NZ_CP034778.1_1959	S6BRY3
NZ_CP034778.1_1960	E6W574
NZ_CP034778.1_1961	E6W579
NZ_CP034778.1_1962	D5MLH5
NZ_CP034778.1_1964	E6W576
NZ_CP034778.1_1965	G8QSS9
NZ_CP034778.1_1966	G8NYT1
NZ_CP034778.1_1967	D8K149
NZ_CP034778.1_1968	S6BJB8
NZ_CP034778.1_1969	I0IRT0
NZ_CP034778.1_1970	I0I4X8
NZ_CP034778.1_1971	U3U9N1
NZ_CP034778.1_1972	U3U3G1
NZ_CP034778.1_1973	R4PZF0
NZ_CP034778.1_1974	F0RV70
NZ_CP034778.1_1975	F8C4R4
NZ_CP034778.1_1976	B1ZSB8
NZ_CP034778.1_1977	F0RSW7
NZ_CP034778.1_1978	B1ZSA2
NZ_CP034778.1_1979	F0RSW9
NZ_CP034778.1_1980	I0I1L3
NZ_CP034778.1_1981	C1ADZ5
NZ_CP034778.1_1983	U3U354
NZ_CP034778.1_1985	C1F716
NZ_CP034778.1_1988	S6CGV9
NZ_CP034778.1_1990	A9WJG4
NZ_CP034778.1_1993	U3U3B3
NZ_CP034778.1_1994	U3U6R4
NZ_CP034778.1_1995	U3U8F3
NZ_CP034778.1_1996	U3U9Q1
NZ_CP034778.1_1997	U3U840
NZ_CP034778.1_1998	U3U395
NZ_CP034778.1_1999	U3U6Q1
NZ_CP034778.1_2000	D5EL16
NZ_CP034778.1_2001	D1C690
NZ_CP034778.1_2002	A9W9P6
NZ_CP034778.1_2003	D1CAH9
NZ_CP034778.1_2004	A5UZ70
NZ_CP034778.1_2005	F4GKQ2
NZ_CP034778.1_2006	E8V2W1
NZ_CP034778.1_2007	F5Y731
NZ_CP034778.1_2008	Q73P58
NZ_CP034778.1_2009	D8P962
NZ_CP034778.1_2011	S6BV50
NZ_CP034778.1_2012	S6BYX8
NZ_CP034778.1_2013	F8A7Z4
NZ_CP034778.1_2014	U3U8E9
NZ_CP034778.1_2015	U3U9P9
NZ_CP034778.1_2016	G2LKX8
NZ_CP034778.1_2021	A5UW90
NZ_CP034778.1_2022	A5V1I1
NZ_CP034778.1_2023	D4M9Y9
NZ_CP034778.1_2024	D8K095
NZ_CP034778.1_2025	S5ZT94
NZ_CP034778.1_2026	G8NUC8
NZ_CP034778.1_2027	Q01YY6
NZ_CP034778.1_2029	S6CFS0
NZ_CP034778.1_2030	S6BID5
NZ_CP034778.1_2030	S6BID5
NZ_CP034778.1_2031	C1A4Y0
NZ_CP034778.1_2033	U3U835
NZ_CP034778.1_2034	U3U391
NZ_CP034778.1_2035	U3U6N5
NZ_CP034778.1_2036	U3U8E5
NZ_CP034778.1_2037	U3U9P7
NZ_CP034778.1_2038	U3U831
NZ_CP034778.1_2039	B5YFR0
NZ_CP034778.1_2041	U3U6N1
NZ_CP034778.1_2043	E1RA69
NZ_CP034778.1_2045	Q022M8
NZ_CP034778.1_2046	I0I254
NZ_CP034778.1_2048	E1R8R0
NZ_CP034778.1_2049	C1A540
NZ_CP034778.1_2050	E3D0Y1
NZ_CP034778.1_2052	Q01RR3
NZ_CP034778.1_2054	F5YQW5
NZ_CP034778.1_2055	F5YQW4
NZ_CP034778.1_2056	B9L2J1
NZ_CP034778.1_2057	B9L2J0
NZ_CP034778.1_2058	B9L4A7
NZ_CP034778.1_2059	F8C682
NZ_CP034778.1_2061	S6CFW1
NZ_CP034778.1_2062	G8NTI0
NZ_CP034778.1_2063	D1CHA3
NZ_CP034778.1_2064	D1CBC6
NZ_CP034778.1_2065	A9B1Y5
NZ_CP034778.1_2066	F5YEL1
NZ_CP034778.1_2067	F5YEL0
NZ_CP034778.1_2068	H0UJI0
NZ_CP034778.1_2069	D8PB21
NZ_CP034778.1_2070	I0I3M8
NZ_CP034778.1_2071	A9B6R9
NZ_CP034778.1_2072	S6A993
NZ_CP034778.1_2073	A9WCP5
NZ_CP034778.1_2074	G7V898
NZ_CP034778.1_2075	I4BX78
NZ_CP034778.1_2076	B8E255
NZ_CP034778.1_2077	F8E7H8
NZ_CP034778.1_2080	G8P1W8
NZ_CP034778.1_2083	S0EUZ2
NZ_CP034778.1_2084	D8L150
NZ_CP034778.1_2085	E8N4Z9
NZ_CP034778.1_2086	A9AXT9
NZ_CP034778.1_2087	A9AXU0
NZ_CP034778.1_2089	I4BWG9
NZ_CP034778.1_2092	Q01UH3
NZ_CP034778.1_2093	I0IRS4
NZ_CP034778.1_2094	S6BGS0
NZ_CP034778.1_2095	S6CES5
NZ_CP034778.1_2096	S6BQR4
NZ_CP034778.1_2098	S6BAA2
NZ_CP034778.1_2099	S6BVW7
NZ_CP034778.1_2100	S6BGR7
NZ_CP034778.1_2101	S6CES4
NZ_CP034778.1_2104	Q6MSY7
NZ_CP034778.1_2106	F2NYB7
NZ_CP034778.1_2107	C0R2H0
NZ_CP034778.1_2108	B5YG06
NZ_CP034778.1_2109	A5URG6
NZ_CP034778.1_2111	D4H2H3
NZ_CP034778.1_2113	C1A4X9
NZ_CP034778.1_2114	G8NP29
NZ_CP034778.1_2115	F8F472
NZ_CP034778.1_2116	E8V0I8
NZ_CP034778.1_2117	E4TJR8
NZ_CP034778.1_2118	E1RCP5
NZ_CP034778.1_2119	Q02A28
NZ_CP034778.1_2120	B0VH77
NZ_CP034778.1_2121	I4BBH8
NZ_CP034778.1_2122	Q1ISI4
NZ_CP034778.1_2123	C1F7X5
NZ_CP034778.1_2128	B9KYP8
NZ_CP034778.1_2129	E8N2H5
NZ_CP034778.1_2130	B1ZW88
NZ_CP034778.1_2131	E1R2Q3
NZ_CP034778.1_2133	E1R0T6
NZ_CP034778.1_2134	I4B2S6
NZ_CP034778.1_2135	D4MA70
NZ_CP034778.1_2136	B1ZW88
NZ_CP034778.1_2137	E1R497
NZ_CP034778.1_2139	G8NVK5
NZ_CP034778.1_2140	G8NPS7
NZ_CP034778.1_2141	G8NVK5
NZ_CP034778.1_2142	G8P142
NZ_CP034778.1_2146	B8E2U3
NZ_CP034778.1_2147	D1B7K0
NZ_CP034778.1_2148	I0GKK8
NZ_CP034778.1_2149	A9WKA7
NZ_CP034778.1_2150	D1C939
NZ_CP034778.1_2151	D1CFB0
NZ_CP034778.1_2152	B2UMW6
NZ_CP034778.1_2153	Q73MY9
NZ_CP034778.1_2154	D1CGF4
NZ_CP034778.1_2155	B1ZSR6
NZ_CP034778.1_2156	C1F6W9
NZ_CP034778.1_2161	B2KBU7
NZ_CP034778.1_2163	G8NSV2
NZ_CP034778.1_2164	C1AD49
NZ_CP034778.1_2165	C1AD48
NZ_CP034778.1_2167	H9UIJ9
NZ_CP034778.1_2169	U3U8E1
NZ_CP034778.1_2170	U3U9P5
NZ_CP034778.1_2171	H1XP78
NZ_CP034778.1_2172	G8P1W8
NZ_CP034778.1_2173	E8V0I8
NZ_CP034778.1_2174	E8N1H0
NZ_CP034778.1_2176	E8V5A3
NZ_CP034778.1_2177	B0SK56
NZ_CP034778.1_2178	G8QW06
NZ_CP034778.1_2179	A9B673
NZ_CP034778.1_2180	U3U824
NZ_CP034778.1_2181	U3U382
NZ_CP034778.1_2182	S6BQ32
NZ_CP034778.1_2183	B3DZE9
NZ_CP034778.1_2184	E6W2F8
NZ_CP034778.1_2186	H9UIP5
NZ_CP034778.1_2187	S5ZKF1
NZ_CP034778.1_2188	J9ZEA3
NZ_CP034778.1_2189	J9ZC90
NZ_CP034778.1_2192	F8EYR5
NZ_CP034778.1_2194	S6CGV0
NZ_CP034778.1_2196	U3U6M7
NZ_CP034778.1_2197	U3U8D7
NZ_CP034778.1_2198	F5YRA5
NZ_CP034778.1_2200	G2LKP9
NZ_CP034778.1_2202	S6CEY2
NZ_CP034778.1_2203	U3U9P1
NZ_CP034778.1_2204	U3U8D3
NZ_CP034778.1_2205	U3U6M3
NZ_CP034778.1_2206	U3U377
NZ_CP034778.1_2207	S6CEY4
NZ_CP034778.1_2208	S6BH28
NZ_CP034778.1_2211	B8E0Q1
NZ_CP034778.1_2212	A9AVT0
NZ_CP034778.1_2213	A9WJQ7
NZ_CP034778.1_2214	E8WY32
NZ_CP034778.1_2215	E8V7B8
NZ_CP034778.1_2220	B9KZ54
NZ_CP034778.1_2221	G8NRL0
NZ_CP034778.1_2222	Q1IRM1
NZ_CP034778.1_2223	D1C1C4
NZ_CP034778.1_2224	Q02CF7
NZ_CP034778.1_2226	B1ZN55
NZ_CP034778.1_2227	D8P7G9
NZ_CP034778.1_2228	B1ZZ65
NZ_CP034778.1_2231	A5UVL1
NZ_CP034778.1_2235	G8P058
NZ_CP034778.1_2236	C1ADY8
NZ_CP034778.1_2237	G2LLD3
NZ_CP034778.1_2238	E8N3G4
NZ_CP034778.1_2242	D5ELB7
NZ_CP034778.1_2243	D5ELB6
NZ_CP034778.1_2245	B1ZTT0
NZ_CP034778.1_2246	B0SMA2
NZ_CP034778.1_2247	I0I3Y5
NZ_CP034778.1_2248	B0SMA0
NZ_CP034778.1_2249	I0I3Y7
NZ_CP034778.1_2250	I0I3Y4
NZ_CP034778.1_2254	G8QSX5
NZ_CP034778.1_2255	B1ZUU7
NZ_CP034778.1_2256	U3U579
NZ_CP034778.1_2259	E1R8E0
NZ_CP034778.1_2261	G2LFL5
NZ_CP034778.1_2262	I0GLA6
NZ_CP034778.1_2264	B9KY45
NZ_CP034778.1_2265	D5EJA7
NZ_CP034778.1_2268	U3U2R6
NZ_CP034778.1_2269	C1AAC8
NZ_CP034778.1_2270	E8V4P6
NZ_CP034778.1_2271	E8X2C1
NZ_CP034778.1_2272	F5YIR3
NZ_CP034778.1_2273	A9AVH6
NZ_CP034778.1_2276	D1CFW5
NZ_CP034778.1_2277	D1CFW6
NZ_CP034778.1_2278	F5YFX5
NZ_CP034778.1_2281	E8MXT6
NZ_CP034778.1_2282	Q1IUI8
NZ_CP034778.1_2283	I6ZMW0
NZ_CP034778.1_2284	D1CGS2
NZ_CP034778.1_2285	F0RTX7
NZ_CP034778.1_2286	D1C652
NZ_CP034778.1_2288	F0RUJ7
NZ_CP034778.1_2289	D5EEQ8
NZ_CP034778.1_2290	G8QTY9
NZ_CP034778.1_2291	B1ZTN6
NZ_CP034778.1_2293	Q6MSY7
NZ_CP034778.1_2294	D4H1S0
NZ_CP034778.1_2296	D5MLH5
NZ_CP034778.1_2297	E6W579
NZ_CP034778.1_2298	E6W574
NZ_CP034778.1_2300	Q8F0F4
NZ_CP034778.1_2301	G8NRJ3
NZ_CP034778.1_2302	D5EEU9
NZ_CP034778.1_2305	B9L3H7
NZ_CP034778.1_2307	B0SNB4
NZ_CP034778.1_2308	D1CGK1
NZ_CP034778.1_2310	Q02AS9
NZ_CP034778.1_2311	Q02AT0
NZ_CP034778.1_2312	Q02AT1
NZ_CP034778.1_2313	Q1ITC7
NZ_CP034778.1_2314	A5US85
NZ_CP034778.1_2316	D4M9R5
NZ_CP034778.1_2318	D1C3Z8
NZ_CP034778.1_2319	E1R575
NZ_CP034778.1_2320	I0I184
NZ_CP034778.1_2321	G8P156
NZ_CP034778.1_2322	D1C6U1
NZ_CP034778.1_2323	C1F723
NZ_CP034778.1_2324	A9B6P6
NZ_CP034778.1_2325	F8E491
NZ_CP034778.1_2326	A9B1S3
NZ_CP034778.1_2328	D5MJI7
NZ_CP034778.1_2330	G8NUY4
NZ_CP034778.1_2331	G8NVK5
NZ_CP034778.1_2333	E8X4G4
NZ_CP034778.1_2337	D1CE96
NZ_CP034778.1_2338	Q026L9
NZ_CP034778.1_2340	S0EYQ8
NZ_CP034778.1_2344	Q1IUZ2
NZ_CP034778.1_2347	S6BFW4
NZ_CP034778.1_2348	I3ZD09
NZ_CP034778.1_2349	U3U9N9
NZ_CP034778.1_2350	G8NTI6
NZ_CP034778.1_2351	B9L4A7
NZ_CP034778.1_2352	G2LF09
NZ_CP034778.1_2353	U3U5Z3
NZ_CP034778.1_2354	B3E099
NZ_CP034778.1_2355	C1A752
NZ_CP034778.1_2358	U3U8D4
NZ_CP034778.1_2359	D4H5X8
NZ_CP034778.1_2361	S0EWR1
NZ_CP034778.1_2363	A9QPG2
NZ_CP034778.1_2364	A9QPG3
NZ_CP034778.1_2365	D1CEF2
NZ_CP034778.1_2366	G8NQ99
NZ_CP034778.1_2367	G8P1N4
NZ_CP034778.1_2368	G8P1N3
NZ_CP034778.1_2369	E8V2H4
NZ_CP034778.1_2370	E8V593
NZ_CP034778.1_2371	G8QUB0
NZ_CP034778.1_2372	F4LKA7
NZ_CP034778.1_2373	I4BU90
NZ_CP034778.1_2374	B9KYP8
NZ_CP034778.1_2375	B0VFY8
NZ_CP034778.1_2376	D1CF55
NZ_CP034778.1_2378	F5YJN7
NZ_CP034778.1_2379	I0I5W6
NZ_CP034778.1_2380	G8QXT9
NZ_CP034778.1_2381	H9UH46
NZ_CP034778.1_2382	D5MK88
NZ_CP034778.1_2383	Q01P63
NZ_CP034778.1_2384	D5EH44
NZ_CP034778.1_2385	U3U9U8
NZ_CP034778.1_2386	E8WWC0
NZ_CP034778.1_2388	I3ZE50
NZ_CP034778.1_2390	G7V5Y7
NZ_CP034778.1_2391	D1C9N6
NZ_CP034778.1_2392	F5YPB2
NZ_CP034778.1_2393	Q01YV9
NZ_CP034778.1_2397	A9AYN2
NZ_CP034778.1_2398	Q02CU8
NZ_CP034778.1_2399	E8V445
NZ_CP034778.1_2400	E8V7B8
NZ_CP034778.1_2401	G0GDU4
NZ_CP034778.1_2404	U3U709
NZ_CP034778.1_2406	U3U9U7
NZ_CP034778.1_2407	G7V898
NZ_CP034778.1_2408	F8ABB3
NZ_CP034778.1_2409	D5EDC5
NZ_CP034778.1_2410	F8E865
NZ_CP034778.1_2411	F8E7H8
NZ_CP034778.1_2412	U3U8G4
NZ_CP034778.1_2413	U3U3N3
NZ_CP034778.1_2414	D3P994
NZ_CP034778.1_2415	G8NVK5
NZ_CP034778.1_2417	J9ZEF8
NZ_CP034778.1_2419	I0IRR9
NZ_CP034778.1_2420	C0QX98
NZ_CP034778.1_2422	B1ZUL1
NZ_CP034778.1_2423	E3D0G9
NZ_CP034778.1_2424	E8WXS2
NZ_CP034778.1_2425	Q1IUW6
NZ_CP034778.1_2426	C0R160
NZ_CP034778.1_2428	I0GLE0
NZ_CP034778.1_2429	I0GK35
NZ_CP034778.1_2430	D1B7D9
NZ_CP034778.1_2431	O51369
NZ_CP034778.1_2432	A9WGC0
NZ_CP034778.1_2433	A9B091
NZ_CP034778.1_2434	B0SQS2
NZ_CP034778.1_2435	G8NVK5
NZ_CP034778.1_2436	G8NUC8
NZ_CP034778.1_2437	B1ZX34
NZ_CP034778.1_2439	G7V5D8
NZ_CP034778.1_2441	F4GIU8
NZ_CP034778.1_2442	D4H245
NZ_CP034778.1_2443	I0I069
NZ_CP034778.1_2444	E8N1H0
NZ_CP034778.1_2445	E8N1H4
NZ_CP034778.1_2446	I0HYX2
NZ_CP034778.1_2447	A5UQR0
NZ_CP034778.1_2451	I4BWT3
NZ_CP034778.1_2452	Q73QQ7
NZ_CP034778.1_2453	S0EWU5
NZ_CP034778.1_2454	S6BTA4
NZ_CP034778.1_2455	D4M8N7
NZ_CP034778.1_2456	C1AAC8
NZ_CP034778.1_2457	D1CGL0
NZ_CP034778.1_2458	B2UN09
NZ_CP034778.1_2459	D1CHS1
NZ_CP034778.1_2460	D1CGK9
NZ_CP034778.1_2462	F8ADG4
NZ_CP034778.1_2464	B8E2J2
NZ_CP034778.1_2465	G8NQL1
NZ_CP034778.1_2467	C0QVI0
NZ_CP034778.1_2469	D8PGW4
NZ_CP034778.1_2470	B8E1S9
NZ_CP034778.1_2471	D1CEH7
NZ_CP034778.1_2472	G0GD30
NZ_CP034778.1_2473	C1F2V6
NZ_CP034778.1_2474	D5MID4
NZ_CP034778.1_2475	F4GIA4
NZ_CP034778.1_2476	I3ZFS0
NZ_CP034778.1_2477	F0RY77
NZ_CP034778.1_2478	D3PBZ9
NZ_CP034778.1_2479	D3PEI7
NZ_CP034778.1_2480	D8K3V5
NZ_CP034778.1_2481	A5V1D2
NZ_CP034778.1_2482	E8V3G6
NZ_CP034778.1_2483	B9L246
NZ_CP034778.1_2485	E1R2L0
NZ_CP034778.1_2486	I4BX47
NZ_CP034778.1_2487	H1XUU1
NZ_CP034778.1_2488	F8A8D8
NZ_CP034778.1_2490	I0HZB1
NZ_CP034778.1_2491	C0QW75
NZ_CP034778.1_2492	A5V0Q4
NZ_CP034778.1_2493	C1F395
NZ_CP034778.1_2494	A9B4K6
NZ_CP034778.1_2498	E8V4P7
NZ_CP034778.1_2501	S6BBC5
NZ_CP034778.1_2507	A9NEM9
NZ_CP034778.1_2508	D4H551
NZ_CP034778.1_2510	E8UXZ8
NZ_CP034778.1_2511	I3ZD75
NZ_CP034778.1_2512	E1R3T5
NZ_CP034778.1_2513	D1CAD0
NZ_CP034778.1_2514	A9WGB3
NZ_CP034778.1_2515	E8X2J6
NZ_CP034778.1_2516	Q1IN89
NZ_CP034778.1_2517	I3ZLZ7
NZ_CP034778.1_2518	A9WHL1
NZ_CP034778.1_2521	G8QUV6
NZ_CP034778.1_2523	F5YQK8
NZ_CP034778.1_2524	D1C3T7
NZ_CP034778.1_2525	D1C3T6
NZ_CP034778.1_2526	C1AD15
NZ_CP034778.1_2527	E6W5N2
NZ_CP034778.1_2528	E6W5N3
NZ_CP034778.1_2530	Q025E3
NZ_CP034778.1_2532	Q01YW6
NZ_CP034778.1_2533	B3PLY4
NZ_CP034778.1_2534	G8NPC2
NZ_CP034778.1_2537	Q1INF1
NZ_CP034778.1_2538	F4GIZ5
NZ_CP034778.1_2539	Q024D3
NZ_CP034778.1_2540	F8E984
NZ_CP034778.1_2542	E6W6R5
NZ_CP034778.1_2543	I0ALU2
NZ_CP034778.1_2544	G8NQ25
NZ_CP034778.1_2545	A9WGW8
NZ_CP034778.1_2546	A9NH08
NZ_CP034778.1_2547	H1XRG3
NZ_CP034778.1_2548	I4BXC4
NZ_CP034778.1_2549	F4LQ80
NZ_CP034778.1_2550	D4M807
NZ_CP034778.1_2551	E1RBC6
NZ_CP034778.1_2552	B8E0M7
NZ_CP034778.1_2553	Q022M8
NZ_CP034778.1_2554	I6Z5N7
NZ_CP034778.1_2555	I3ZLZ7
NZ_CP034778.1_2556	B1ZWU7
NZ_CP034778.1_2558	G8QRY1
NZ_CP034778.1_2560	D4M7S0
NZ_CP034778.1_2561	E8N039
NZ_CP034778.1_2563	F8A822
NZ_CP034778.1_2564	B1ZP10
NZ_CP034778.1_2565	D5EM09
NZ_CP034778.1_2566	D5EM08
NZ_CP034778.1_2567	I0HZB7
NZ_CP034778.1_2568	Q02CF1
NZ_CP034778.1_2570	C1ACP7
NZ_CP034778.1_2572	E3CV15
NZ_CP034778.1_2573	E8N0V0
NZ_CP034778.1_2574	E8MYG7
NZ_CP034778.1_2576	E3CVY9
NZ_CP034778.1_2578	C1F6V5
NZ_CP034778.1_2579	G8P1T8
NZ_CP034778.1_2580	G8QV33
NZ_CP034778.1_2581	E1R2V0
NZ_CP034778.1_2582	E1R2U9
NZ_CP034778.1_2583	A9WB31
NZ_CP034778.1_2584	G8NW64
NZ_CP034778.1_2587	E8UXB8
NZ_CP034778.1_2588	S6BYX2
NZ_CP034778.1_2589	S6BI38
NZ_CP034778.1_2593	G2LLJ0
NZ_CP034778.1_2594	D4H7Z5
NZ_CP034778.1_2596	G8NP63
NZ_CP034778.1_2597	I4B0T9
NZ_CP034778.1_2598	F5Y8M9
NZ_CP034778.1_2600	F5YAL2
NZ_CP034778.1_2601	I3ZMQ2
NZ_CP034778.1_2602	D8P9E2
NZ_CP034778.1_2604	A9AYU2
NZ_CP034778.1_2607	D4H2E4
NZ_CP034778.1_2608	D4H2E3
NZ_CP034778.1_2611	B1ZT36
NZ_CP034778.1_2612	S6CEP0
NZ_CP034778.1_2613	E8N3X2
NZ_CP034778.1_2614	Q1IHL3
NZ_CP034778.1_2615	U3U6M0
NZ_CP034778.1_2616	B3R039
NZ_CP034778.1_2622	F5YLE6
NZ_CP034778.1_2623	G8NWE8
NZ_CP034778.1_2624	G8NWE7
NZ_CP034778.1_2625	G8NWE6
NZ_CP034778.1_2626	G8NWE5
NZ_CP034778.1_2627	G8NWE4
NZ_CP034778.1_2628	G8NWE3
NZ_CP034778.1_2629	G8NWE2
NZ_CP034778.1_2630	G8NWE1
NZ_CP034778.1_2631	Q01QD7
NZ_CP034778.1_2632	B0SN09
NZ_CP034778.1_2633	S0EYL7
NZ_CP034778.1_2635	D4H2E0
NZ_CP034778.1_2636	D4H812
NZ_CP034778.1_2637	F8EWX7
NZ_CP034778.1_2638	F4LP33
NZ_CP034778.1_2639	G2LHN2
NZ_CP034778.1_2640	E4THW8
NZ_CP034778.1_2641	Q1IJ76
NZ_CP034778.1_2642	D1C1C2
NZ_CP034778.1_2643	D5MM47
NZ_CP034778.1_2644	D1C1C7
NZ_CP034778.1_2645	Q02CF3
NZ_CP034778.1_2646	Q1ISI3
NZ_CP034778.1_2647	B9KXW1
NZ_CP034778.1_2648	G8NRJ3
NZ_CP034778.1_2649	S6BT17
NZ_CP034778.1_2650	C1A9Z7
NZ_CP034778.1_2651	D4H1R3
NZ_CP034778.1_2652	F5YRD5
NZ_CP034778.1_2653	D4M7K6
NZ_CP034778.1_2654	J9Z8X1
NZ_CP034778.1_2658	G8NQP3
NZ_CP034778.1_2674	E1R1H0
NZ_CP034778.1_2676	E1R1G8
NZ_CP034778.1_2678	E8X0Q3
NZ_CP034778.1_2681	G8NR87
NZ_CP034778.1_2691	S0ET06
NZ_CP034778.1_2695	O51791
NZ_CP034778.1_2696	S6BC06
NZ_CP034778.1_2701	B2UMH3
NZ_CP034778.1_2704	D1B7L5
NZ_CP034778.1_2706	Q01ZE6
NZ_CP034778.1_2707	S6CG74
NZ_CP034778.1_2710	S6BTB1
NZ_CP034778.1_2711	D1C560
NZ_CP034778.1_2713	D1B6P7
NZ_CP034778.1_2714	E1R881
NZ_CP034778.1_2715	E6W528
NZ_CP034778.1_2716	E6W3K4
NZ_CP034778.1_2718	E1R8V7
NZ_CP034778.1_2720	U3U372
NZ_CP034778.1_2721	E4THW8
NZ_CP034778.1_2722	G0GCL2
NZ_CP034778.1_2724	B8E1T0
NZ_CP034778.1_2725	C0QW75
NZ_CP034778.1_2726	D5ECI5
NZ_CP034778.1_2730	C1A9R1
NZ_CP034778.1_2735	F2NSX6
NZ_CP034778.1_2736	Q02D13
NZ_CP034778.1_2738	J9Z953
NZ_CP034778.1_2739	U3U969
NZ_CP034778.1_2742	D1C1X5
NZ_CP034778.1_2744	D5MHR0
NZ_CP034778.1_2745	S0ES31
NZ_CP034778.1_2746	A9B0V0
NZ_CP034778.1_2747	C1AAC8
NZ_CP034778.1_2749	C1F6W8
NZ_CP034778.1_2750	E8V445
NZ_CP034778.1_2751	Q1IJ78
NZ_CP034778.1_2752	G8NV39
NZ_CP034778.1_2753	D5EIE2
NZ_CP034778.1_2754	E8V819
NZ_CP034778.1_2756	C1A793
NZ_CP034778.1_2757	C1A4Z4
NZ_CP034778.1_2758	D3PCW3
NZ_CP034778.1_2759	Q02CF3
NZ_CP034778.1_2760	F8C409
NZ_CP034778.1_2761	A9B0Y1
NZ_CP034778.1_2762	C1A789
NZ_CP034778.1_2763	I0I0G2
NZ_CP034778.1_2764	C1A4Z9
NZ_CP034778.1_2765	C1A4Z8
NZ_CP034778.1_2766	C1A4Z7
NZ_CP034778.1_2767	C1A4Z6
NZ_CP034778.1_2768	C1A4Z5
NZ_CP034778.1_2769	C1A794
NZ_CP034778.1_2770	Q02AK1
NZ_CP034778.1_2771	A5UWK7
NZ_CP034778.1_2772	B1ZNS8
NZ_CP034778.1_2773	G2LJT7
NZ_CP034778.1_2778	S6CGV3
NZ_CP034778.1_2779	D5EIX0
NZ_CP034778.1_2782	D5EIA7
NZ_CP034778.1_2786	D8PAI7
NZ_CP034778.1_2787	B1V958
NZ_CP034778.1_2788	D4H6U1
NZ_CP034778.1_2789	E1R1Y5
NZ_CP034778.1_2790	G8NWG1
NZ_CP034778.1_2793	U3U2R6
NZ_CP034778.1_2794	U3U6U5
NZ_CP034778.1_2796	I0I3T7
NZ_CP034778.1_2797	D4H1T3
NZ_CP034778.1_2798	D5EGV1
NZ_CP034778.1_2799	F4LIR1
NZ_CP034778.1_2800	B5YHG6
NZ_CP034778.1_2801	S0F061
NZ_CP034778.1_2802	E8UXS1
NZ_CP034778.1_2803	Q01SZ6
NZ_CP034778.1_2804	A9B304
NZ_CP034778.1_2805	D8PGX1
NZ_CP034778.1_2806	G8NVK5
NZ_CP034778.1_2809	E8V669
NZ_CP034778.1_2810	E8V4L7
NZ_CP034778.1_2811	G8NNQ1
NZ_CP034778.1_2812	G8NVA6
NZ_CP034778.1_2815	E8UX32
NZ_CP034778.1_2816	E8UX31
NZ_CP034778.1_2818	G8NPU7
NZ_CP034778.1_2827	I0IRQ2
NZ_CP034778.1_2828	E8X1M5
NZ_CP034778.1_2829	Q022Z9
NZ_CP034778.1_2831	G8NPU3
NZ_CP034778.1_2832	E8UX27
NZ_CP034778.1_2833	G8NPU1
NZ_CP034778.1_2834	A5UU29
NZ_CP034778.1_2835	Q6YPJ5
NZ_CP034778.1_2836	E8V668
NZ_CP034778.1_2837	G8NVK5
NZ_CP034778.1_2840	C0QXC3
NZ_CP034778.1_2841	I3ZLZ7
NZ_CP034778.1_2842	B2UN08
NZ_CP034778.1_2843	C1AAC8
NZ_CP034778.1_2846	G0GDC0
NZ_CP034778.1_2847	C9RLA4
NZ_CP034778.1_2848	C1A6V6
NZ_CP034778.1_2849	E6W161
NZ_CP034778.1_2850	J9ZCR6
NZ_CP034778.1_2851	F8C281
NZ_CP034778.1_2852	A5V0Q4
NZ_CP034778.1_2853	G8NSV2
NZ_CP034778.1_2859	F0RTP5
NZ_CP034778.1_2860	G8QQY4
NZ_CP034778.1_2861	D8K2E3
NZ_CP034778.1_2862	A9B499
NZ_CP034778.1_2863	G0GB19
NZ_CP034778.1_2864	A9B109
NZ_CP034778.1_2865	Q01RR7
NZ_CP034778.1_2866	U3U579
NZ_CP034778.1_2867	U3U6X3
NZ_CP034778.1_2868	D3P9X5
NZ_CP034778.1_2869	U3U6P6
NZ_CP034778.1_2870	D3P9X3
NZ_CP034778.1_2871	D1CHG4
NZ_CP034778.1_2873	U3U8C9
NZ_CP034778.1_2875	U3U811
NZ_CP034778.1_2877	F4GJ43
NZ_CP034778.1_2879	C9RL17
NZ_CP034778.1_2880	U3U366
NZ_CP034778.1_2881	S6BIJ5
NZ_CP034778.1_2884	U3U8C5
NZ_CP034778.1_2885	U3U9N7
NZ_CP034778.1_2887	U3U807
NZ_CP034778.1_2888	U3U362
NZ_CP034778.1_2890	U3U6L2
NZ_CP034778.1_2891	S6BYL5
