id,pI,M
NZ_CP034778.1_1603,6.5651,72917.08
NZ_CP034778.1_1604,6.1506,44426.21
NZ_CP034778.1_1606,8.5393,42634.56
NZ_CP034778.1_1607,4.9498,50253.99
NZ_CP034778.1_1608,5.5564,22233.23
NZ_CP034778.1_1609,4.7013,28265.20
NZ_CP034778.1_1610,4.7026,25981.54
NZ_CP034778.1_1611,6.0055,21559.78
NZ_CP034778.1_1612,5.5592,40167.73
NZ_CP034778.1_1613,4.6586,38731.46
NZ_CP034778.1_1614,4.6841,45582.71
NZ_CP034778.1_1615,5.8119,33213.59
NZ_CP034778.1_1616,5.8818,29588.97
NZ_CP034778.1_1617,7.5815,32784.89
NZ_CP034778.1_1618,8.6709,49450.46
NZ_CP034778.1_1620,4.9352,77418.25
NZ_CP034778.1_1622,10.6543,30514.22
NZ_CP034778.1_1623,5.0522,54190.42
NZ_CP034778.1_1624,7.0110,42402.14
NZ_CP034778.1_1628,9.7037,26074.42
NZ_CP034778.1_1629,6.3370,35967.61
NZ_CP034778.1_1630,6.1231,40317.28
NZ_CP034778.1_1631,7.7433,25698.32
NZ_CP034778.1_1632,5.5835,14666.65
NZ_CP034778.1_1633,8.8890,35664.57
NZ_CP034778.1_1635,8.9641,47673.11
NZ_CP034778.1_1637,5.0096,67435.54
NZ_CP034778.1_1640,8.1305,33280.96
NZ_CP034778.1_1642,6.1781,30669.47
NZ_CP034778.1_1643,5.5529,36291.02
NZ_CP034778.1_1649,4.3566,9442.92
NZ_CP034778.1_1650,10.1954,11913.80
NZ_CP034778.1_1651,10.3519,52010.74
NZ_CP034778.1_1652,6.1696,54230.38
NZ_CP034778.1_1654,9.3976,59940.43
NZ_CP034778.1_1656,4.9740,34474.54
NZ_CP034778.1_1657,9.5267,25733.59
NZ_CP034778.1_1658,9.1987,59459.78
NZ_CP034778.1_1665,5.2270,69675.64
NZ_CP034778.1_1669,7.2712,34387.84
NZ_CP034778.1_1673,6.1367,38951.35
NZ_CP034778.1_1680,7.2164,103059.99
NZ_CP034778.1_1687,5.3781,73682.99
NZ_CP034778.1_1688,5.2898,57223.26
NZ_CP034778.1_1689,6.1716,29712.75
NZ_CP034778.1_1691,5.6019,245798.16
NZ_CP034778.1_1692,5.9738,103498.01
NZ_CP034778.1_1693,6.1016,228683.28
NZ_CP034778.1_1694,8.2348,35863.00
NZ_CP034778.1_1695,8.4170,62870.97
NZ_CP034778.1_1696,7.2003,66521.39
NZ_CP034778.1_1698,5.7177,47987.74
NZ_CP034778.1_1699,10.5648,47989.53
NZ_CP034778.1_1700,8.4596,32753.98
NZ_CP034778.1_1701,5.9393,35674.68
NZ_CP034778.1_1702,8.1862,34202.14
NZ_CP034778.1_1704,5.0294,25319.11
NZ_CP034778.1_1708,6.1748,26390.99
NZ_CP034778.1_1709,9.0999,52305.51
NZ_CP034778.1_1710,8.2315,18789.48
NZ_CP034778.1_1711,10.1321,31756.12
NZ_CP034778.1_1712,9.7916,31810.97
NZ_CP034778.1_1713,8.2418,63273.57
NZ_CP034778.1_1718,4.1966,56248.88
NZ_CP034778.1_1719,9.1643,27609.52
NZ_CP034778.1_1720,4.6623,34960.01
NZ_CP034778.1_1721,9.6255,24683.20
NZ_CP034778.1_1722,10.1561,27728.04
NZ_CP034778.1_1724,4.9645,8226.49
NZ_CP034778.1_1725,7.4615,23714.50
NZ_CP034778.1_1726,9.3697,67998.01
NZ_CP034778.1_1727,9.1003,20851.84
NZ_CP034778.1_1730,8.4990,18508.38
NZ_CP034778.1_1735,4.9304,23617.01
NZ_CP034778.1_1740,9.1334,8297.71
NZ_CP034778.1_1741,8.6825,21368.28
NZ_CP034778.1_1756,6.1460,56776.94
NZ_CP034778.1_1757,7.6894,47258.62
NZ_CP034778.1_1772,4.3051,77754.76
NZ_CP034778.1_1779,6.3472,31227.07
NZ_CP034778.1_1783,4.5378,19207.63
NZ_CP034778.1_1784,6.1093,23211.66
NZ_CP034778.1_1785,10.1659,50811.48
NZ_CP034778.1_1787,9.2088,57589.93
NZ_CP034778.1_1788,5.6426,19063.53
NZ_CP034778.1_1790,5.7683,55078.30
NZ_CP034778.1_1791,9.6936,34067.64
NZ_CP034778.1_1792,4.7532,28536.27
NZ_CP034778.1_1793,6.4584,53813.15
NZ_CP034778.1_1795,9.0890,58209.41
NZ_CP034778.1_1796,6.2932,43815.06
NZ_CP034778.1_1797,5.3151,64242.44
NZ_CP034778.1_1799,6.6630,26543.60
NZ_CP034778.1_1800,6.0086,38226.85
NZ_CP034778.1_1801,5.3324,27703.53
NZ_CP034778.1_1804,5.2858,20566.35
NZ_CP034778.1_1805,5.1981,66415.08
NZ_CP034778.1_1806,4.8556,16832.14
NZ_CP034778.1_1807,4.4667,26317.39
NZ_CP034778.1_1808,10.1668,18626.58
NZ_CP034778.1_1809,5.7813,22128.71
NZ_CP034778.1_1810,4.8574,37145.60
NZ_CP034778.1_1811,9.5701,27558.50
NZ_CP034778.1_1812,10.3319,27656.36
NZ_CP034778.1_1813,6.2240,34018.69
NZ_CP034778.1_1814,9.7391,48945.46
NZ_CP034778.1_1815,10.1641,37453.70
NZ_CP034778.1_1816,6.2041,51422.08
NZ_CP034778.1_1817,5.6228,32614.37
NZ_CP034778.1_1818,5.6066,55871.65
NZ_CP034778.1_1819,6.6772,64567.07
NZ_CP034778.1_1820,5.3276,22228.86
NZ_CP034778.1_1821,4.9606,41994.04
NZ_CP034778.1_1824,4.9331,77652.15
NZ_CP034778.1_1825,7.0693,25001.87
NZ_CP034778.1_1827,9.0912,12844.65
NZ_CP034778.1_1835,6.0766,50889.06
NZ_CP034778.1_1836,7.1933,94834.27
NZ_CP034778.1_1837,9.8168,47924.12
NZ_CP034778.1_1838,4.4711,20134.02
NZ_CP034778.1_1840,6.9913,76671.03
NZ_CP034778.1_1841,6.6866,32046.45
NZ_CP034778.1_1842,9.7977,47814.19
NZ_CP034778.1_1843,4.9958,29978.17
NZ_CP034778.1_1846,7.5451,7402.37
NZ_CP034778.1_1847,7.0056,63268.54
NZ_CP034778.1_1849,6.6716,19902.61
NZ_CP034778.1_1851,10.0230,30911.56
NZ_CP034778.1_1852,4.6218,27573.74
NZ_CP034778.1_1853,5.8038,34894.37
NZ_CP034778.1_1854,4.7629,56454.01
NZ_CP034778.1_1855,6.7521,58298.13
NZ_CP034778.1_1856,5.0885,48996.15
NZ_CP034778.1_1857,7.3218,21327.56
NZ_CP034778.1_1858,5.0460,50405.05
NZ_CP034778.1_1860,4.5875,12553.28
NZ_CP034778.1_1861,6.8291,70225.96
NZ_CP034778.1_1862,4.4965,24700.17
NZ_CP034778.1_1863,9.8911,20771.94
NZ_CP034778.1_1864,6.6832,63656.38
NZ_CP034778.1_1865,4.8820,42115.24
NZ_CP034778.1_1866,4.8843,10309.89
NZ_CP034778.1_1867,4.8987,29659.03
NZ_CP034778.1_1868,6.6286,24902.56
NZ_CP034778.1_1870,6.4163,23732.32
NZ_CP034778.1_1873,9.0730,20065.13
NZ_CP034778.1_1874,6.5836,56823.70
NZ_CP034778.1_1875,7.0331,27088.88
NZ_CP034778.1_1876,5.7430,60575.54
NZ_CP034778.1_1877,7.6131,47201.02
NZ_CP034778.1_1878,7.1803,38731.68
NZ_CP034778.1_1879,5.1135,62156.34
NZ_CP034778.1_1880,6.7405,33447.19
NZ_CP034778.1_1881,9.3358,22357.83
NZ_CP034778.1_1882,5.7119,77412.38
NZ_CP034778.1_1883,5.7330,64291.38
NZ_CP034778.1_1884,5.3499,54508.13
NZ_CP034778.1_1886,5.3446,30370.18
NZ_CP034778.1_1887,5.8761,27606.30
NZ_CP034778.1_1890,7.1636,34798.05
NZ_CP034778.1_1891,6.2501,35109.33
NZ_CP034778.1_1892,9.0530,48753.71
NZ_CP034778.1_1893,6.8845,42860.91
NZ_CP034778.1_1894,6.3221,85500.15
NZ_CP034778.1_1895,5.7422,37885.90
NZ_CP034778.1_1896,9.9003,32554.01
NZ_CP034778.1_1897,10.2822,46058.39
NZ_CP034778.1_1898,7.6887,32495.53
NZ_CP034778.1_1899,9.6732,26234.36
NZ_CP034778.1_1901,5.0297,59299.68
NZ_CP034778.1_1902,4.2794,17757.09
NZ_CP034778.1_1903,6.7921,34474.85
NZ_CP034778.1_1904,9.8531,47004.73
NZ_CP034778.1_1906,7.5771,33153.04
NZ_CP034778.1_1908,9.1228,28422.85
NZ_CP034778.1_1911,6.1593,49800.16
NZ_CP034778.1_1913,10.5631,61778.99
NZ_CP034778.1_1915,5.4643,90844.21
NZ_CP034778.1_1917,7.9886,32640.92
NZ_CP034778.1_1918,7.3226,33177.59
NZ_CP034778.1_1919,8.6245,33286.90
NZ_CP034778.1_1920,9.1360,33425.01
NZ_CP034778.1_1924,8.8445,126191.87
NZ_CP034778.1_1925,6.7614,66777.22
NZ_CP034778.1_1926,7.3854,38979.83
NZ_CP034778.1_1930,5.7637,32773.66
NZ_CP034778.1_1932,4.5605,39623.31
NZ_CP034778.1_1933,9.6889,21100.22
NZ_CP034778.1_1935,5.9438,39511.19
NZ_CP034778.1_1936,8.7067,58174.47
NZ_CP034778.1_1937,5.2192,34294.51
NZ_CP034778.1_1938,4.9891,30689.07
NZ_CP034778.1_1940,5.6601,46359.83
NZ_CP034778.1_1941,4.8508,40362.08
NZ_CP034778.1_1942,4.5341,30765.91
NZ_CP034778.1_1945,6.2503,30824.54
NZ_CP034778.1_1946,7.0547,39093.23
NZ_CP034778.1_1950,4.7250,12576.63
NZ_CP034778.1_1951,5.5119,43791.02
NZ_CP034778.1_1952,10.0790,45993.66
NZ_CP034778.1_1953,10.8023,32463.80
NZ_CP034778.1_1954,7.4196,29052.55
NZ_CP034778.1_1955,6.0009,146817.80
NZ_CP034778.1_1956,8.2701,93094.93
NZ_CP034778.1_1958,6.3708,23918.81
NZ_CP034778.1_1959,6.7922,66699.40
NZ_CP034778.1_1960,9.6666,49971.90
NZ_CP034778.1_1961,6.7665,140496.52
NZ_CP034778.1_1962,6.2007,57953.09
NZ_CP034778.1_1964,10.2475,25368.24
NZ_CP034778.1_1965,10.2783,32253.78
NZ_CP034778.1_1966,8.3118,16225.92
NZ_CP034778.1_1967,6.8902,31792.52
NZ_CP034778.1_1968,8.3141,17072.36
NZ_CP034778.1_1969,8.8360,33271.62
NZ_CP034778.1_1970,5.1993,37430.20
NZ_CP034778.1_1971,4.8913,32620.82
NZ_CP034778.1_1972,4.9307,15286.39
NZ_CP034778.1_1973,6.6595,19796.57
NZ_CP034778.1_1974,6.7972,95894.11
NZ_CP034778.1_1975,9.9452,23170.75
NZ_CP034778.1_1976,6.5285,61388.59
NZ_CP034778.1_1977,10.2071,33438.19
NZ_CP034778.1_1978,6.2740,33065.99
NZ_CP034778.1_1979,7.4673,36926.15
NZ_CP034778.1_1980,7.8216,37267.65
NZ_CP034778.1_1981,9.3290,31876.81
NZ_CP034778.1_1983,7.9436,54770.11
NZ_CP034778.1_1985,6.3586,23841.22
NZ_CP034778.1_1988,4.5859,33273.57
NZ_CP034778.1_1990,5.3991,32589.18
NZ_CP034778.1_1993,6.1693,73937.10
NZ_CP034778.1_1994,9.8631,16594.40
NZ_CP034778.1_1995,12.3270,7288.93
NZ_CP034778.1_1996,12.0070,13496.96
NZ_CP034778.1_1997,5.5896,36798.69
NZ_CP034778.1_1998,4.8396,86919.38
NZ_CP034778.1_1999,10.4232,11352.99
NZ_CP034778.1_2000,4.6797,13695.75
NZ_CP034778.1_2001,8.1243,45668.30
NZ_CP034778.1_2002,8.7021,34258.89
NZ_CP034778.1_2003,9.0644,50581.63
NZ_CP034778.1_2004,10.9499,35199.71
NZ_CP034778.1_2005,5.0299,29100.21
NZ_CP034778.1_2006,4.5835,20122.91
NZ_CP034778.1_2007,6.3412,26991.85
NZ_CP034778.1_2008,10.3634,17420.83
NZ_CP034778.1_2009,5.5894,54423.15
NZ_CP034778.1_2011,6.8495,38554.80
NZ_CP034778.1_2012,6.5134,31121.89
NZ_CP034778.1_2013,4.6238,87041.49
NZ_CP034778.1_2014,8.8610,40098.37
NZ_CP034778.1_2015,7.4094,112711.65
NZ_CP034778.1_2016,6.9188,14891.01
NZ_CP034778.1_2021,6.1234,38474.04
NZ_CP034778.1_2022,9.7592,43282.81
NZ_CP034778.1_2023,8.9142,28068.52
NZ_CP034778.1_2024,9.5676,35655.27
NZ_CP034778.1_2025,6.5540,36407.82
NZ_CP034778.1_2026,8.4989,33161.22
NZ_CP034778.1_2027,9.9101,36140.57
NZ_CP034778.1_2029,9.1368,38408.55
NZ_CP034778.1_2030,7.3005,75842.87
NZ_CP034778.1_2031,7.6345,42242.33
NZ_CP034778.1_2033,4.5702,13651.53
NZ_CP034778.1_2034,4.8113,54931.45
NZ_CP034778.1_2035,4.6656,27747.61
NZ_CP034778.1_2036,6.9213,47115.22
NZ_CP034778.1_2037,6.1418,43796.02
NZ_CP034778.1_2038,5.7503,15603.03
NZ_CP034778.1_2039,9.3899,35337.43
NZ_CP034778.1_2041,5.5924,50688.38
NZ_CP034778.1_2043,7.2714,24234.84
NZ_CP034778.1_2045,9.5172,47771.41
NZ_CP034778.1_2046,6.6263,29958.70
NZ_CP034778.1_2048,6.9541,26887.86
NZ_CP034778.1_2049,9.0828,35142.04
NZ_CP034778.1_2050,7.0415,39401.26
NZ_CP034778.1_2052,8.1532,61558.93
NZ_CP034778.1_2054,6.7210,31709.24
NZ_CP034778.1_2055,5.3094,28649.52
NZ_CP034778.1_2056,6.3074,32828.87
NZ_CP034778.1_2057,6.4456,36025.15
NZ_CP034778.1_2058,11.2122,40994.46
NZ_CP034778.1_2059,8.0921,26362.03
NZ_CP034778.1_2061,6.8036,22551.20
NZ_CP034778.1_2062,7.8460,32354.30
NZ_CP034778.1_2063,6.9020,39560.52
NZ_CP034778.1_2064,6.9087,41681.27
NZ_CP034778.1_2065,9.4841,33995.90
NZ_CP034778.1_2066,6.7025,36789.05
NZ_CP034778.1_2067,10.1555,36049.81
NZ_CP034778.1_2068,7.6767,28128.69
NZ_CP034778.1_2069,5.0902,75540.51
NZ_CP034778.1_2070,6.3568,29971.60
NZ_CP034778.1_2071,11.8717,34827.97
NZ_CP034778.1_2072,11.7885,36799.51
NZ_CP034778.1_2073,6.2862,35043.99
NZ_CP034778.1_2074,10.8126,32748.85
NZ_CP034778.1_2075,4.9714,27699.66
NZ_CP034778.1_2076,9.7655,28370.58
NZ_CP034778.1_2077,6.5140,26330.56
NZ_CP034778.1_2080,10.0169,44910.66
NZ_CP034778.1_2083,5.8848,41263.04
NZ_CP034778.1_2084,6.5089,79258.45
NZ_CP034778.1_2085,6.6339,37777.91
NZ_CP034778.1_2086,5.5224,39590.94
NZ_CP034778.1_2087,10.3957,55821.79
NZ_CP034778.1_2089,6.6131,39180.81
NZ_CP034778.1_2092,7.7304,65388.82
NZ_CP034778.1_2093,5.0723,47968.96
NZ_CP034778.1_2094,8.3577,22429.86
NZ_CP034778.1_2095,9.4921,22860.92
NZ_CP034778.1_2096,10.0042,27426.82
NZ_CP034778.1_2098,9.5403,16766.21
NZ_CP034778.1_2099,10.0034,72302.75
NZ_CP034778.1_2100,8.2070,21020.23
NZ_CP034778.1_2101,8.7097,16953.70
NZ_CP034778.1_2104,10.6019,30495.17
NZ_CP034778.1_2106,6.4020,37824.23
NZ_CP034778.1_2107,7.9428,36160.97
NZ_CP034778.1_2108,5.0198,39383.53
NZ_CP034778.1_2109,6.1506,26294.30
NZ_CP034778.1_2111,6.8974,111986.24
NZ_CP034778.1_2113,6.5305,26642.46
NZ_CP034778.1_2114,5.9868,60309.96
NZ_CP034778.1_2115,5.9580,29205.73
NZ_CP034778.1_2116,7.5985,32511.49
NZ_CP034778.1_2117,6.8793,27027.92
NZ_CP034778.1_2118,9.6072,48461.62
NZ_CP034778.1_2119,6.7010,33250.42
NZ_CP034778.1_2120,5.7229,40794.54
NZ_CP034778.1_2121,4.3864,23145.86
NZ_CP034778.1_2122,5.1218,25229.79
NZ_CP034778.1_2123,8.9012,32196.62
NZ_CP034778.1_2128,10.4245,29645.51
NZ_CP034778.1_2129,9.1506,30547.56
NZ_CP034778.1_2130,7.0411,35586.76
NZ_CP034778.1_2131,6.6092,31996.69
NZ_CP034778.1_2133,5.7610,45915.07
NZ_CP034778.1_2134,6.4992,34637.43
NZ_CP034778.1_2135,7.3273,33581.10
NZ_CP034778.1_2136,8.9901,36284.49
NZ_CP034778.1_2137,6.3039,51010.30
NZ_CP034778.1_2139,6.7955,33215.34
NZ_CP034778.1_2140,4.5751,35526.85
NZ_CP034778.1_2141,7.3066,33862.16
NZ_CP034778.1_2142,9.3072,53241.46
NZ_CP034778.1_2146,7.2760,35583.82
NZ_CP034778.1_2147,9.1287,35506.40
NZ_CP034778.1_2148,10.5282,34935.79
NZ_CP034778.1_2149,9.8675,35515.23
NZ_CP034778.1_2150,8.6247,26743.61
NZ_CP034778.1_2151,6.2885,34872.33
NZ_CP034778.1_2152,6.8666,25458.20
NZ_CP034778.1_2153,4.1819,13724.39
NZ_CP034778.1_2154,6.7376,27650.95
NZ_CP034778.1_2155,11.4644,22492.95
NZ_CP034778.1_2156,5.9311,23244.56
NZ_CP034778.1_2161,5.7939,29330.14
NZ_CP034778.1_2163,8.1365,32273.15
NZ_CP034778.1_2164,9.7318,33328.63
NZ_CP034778.1_2165,6.5416,26723.69
NZ_CP034778.1_2167,5.9325,20839.13
NZ_CP034778.1_2169,10.0549,49641.29
NZ_CP034778.1_2170,5.3251,23054.58
NZ_CP034778.1_2171,6.5103,44109.23
NZ_CP034778.1_2172,9.4310,44098.37
NZ_CP034778.1_2173,5.1012,37714.75
NZ_CP034778.1_2174,6.6061,38061.45
NZ_CP034778.1_2176,10.5785,40046.78
NZ_CP034778.1_2177,6.1440,21161.72
NZ_CP034778.1_2178,10.0272,18254.95
NZ_CP034778.1_2179,11.1675,31869.84
NZ_CP034778.1_2180,4.6537,12902.79
NZ_CP034778.1_2181,5.5053,23605.85
NZ_CP034778.1_2182,4.4467,14854.64
NZ_CP034778.1_2183,6.5202,39402.29
NZ_CP034778.1_2184,6.5027,22020.01
NZ_CP034778.1_2186,6.6500,33669.67
NZ_CP034778.1_2187,6.9450,17665.28
NZ_CP034778.1_2188,8.8798,75767.35
NZ_CP034778.1_2189,9.8993,32224.74
NZ_CP034778.1_2192,7.8137,51937.49
NZ_CP034778.1_2194,5.8178,40064.94
NZ_CP034778.1_2196,9.8119,25711.44
NZ_CP034778.1_2197,5.3440,47250.47
NZ_CP034778.1_2198,6.2234,30868.70
NZ_CP034778.1_2200,9.4054,54079.37
NZ_CP034778.1_2202,8.6762,23404.23
NZ_CP034778.1_2203,9.5435,24557.22
NZ_CP034778.1_2204,7.7043,22140.24
NZ_CP034778.1_2205,10.1689,37782.63
NZ_CP034778.1_2206,8.7386,76971.05
NZ_CP034778.1_2207,4.4926,20451.87
NZ_CP034778.1_2208,9.6156,20851.48
NZ_CP034778.1_2211,5.3802,51202.73
NZ_CP034778.1_2212,6.0863,38051.14
NZ_CP034778.1_2213,5.3610,36258.19
NZ_CP034778.1_2214,10.1506,42585.76
NZ_CP034778.1_2215,7.4388,17647.15
NZ_CP034778.1_2220,6.1775,39270.04
NZ_CP034778.1_2221,7.8644,85158.67
NZ_CP034778.1_2222,9.6092,33164.55
NZ_CP034778.1_2223,5.3280,23120.02
NZ_CP034778.1_2224,8.8206,27909.70
NZ_CP034778.1_2226,8.2281,55058.02
NZ_CP034778.1_2227,5.9792,37623.46
NZ_CP034778.1_2228,6.3070,70182.39
NZ_CP034778.1_2231,10.6545,36132.70
NZ_CP034778.1_2235,8.4838,32360.69
NZ_CP034778.1_2236,8.3768,39218.63
NZ_CP034778.1_2237,6.6029,20617.20
NZ_CP034778.1_2238,7.3057,72853.11
NZ_CP034778.1_2242,8.8045,36711.50
NZ_CP034778.1_2243,9.6940,51565.52
NZ_CP034778.1_2245,8.9962,52577.49
NZ_CP034778.1_2246,7.7985,42234.11
NZ_CP034778.1_2247,9.0682,36490.75
NZ_CP034778.1_2248,9.7064,33629.32
NZ_CP034778.1_2249,9.1598,28846.01
NZ_CP034778.1_2250,6.0172,50495.85
NZ_CP034778.1_2254,6.9458,27214.94
NZ_CP034778.1_2255,6.2906,50408.78
NZ_CP034778.1_2256,6.4351,59235.05
NZ_CP034778.1_2259,6.6790,19215.77
NZ_CP034778.1_2261,5.9712,37191.44
NZ_CP034778.1_2262,4.5158,33884.11
NZ_CP034778.1_2264,6.3076,61891.21
NZ_CP034778.1_2265,5.9168,77151.48
NZ_CP034778.1_2268,10.0369,52428.06
NZ_CP034778.1_2269,8.2442,32859.75
NZ_CP034778.1_2270,11.5358,21702.70
NZ_CP034778.1_2271,6.3555,36357.15
NZ_CP034778.1_2272,5.8137,40422.62
NZ_CP034778.1_2273,6.3080,48729.40
NZ_CP034778.1_2276,9.9939,33934.88
NZ_CP034778.1_2277,8.0293,28927.09
NZ_CP034778.1_2278,9.6341,31023.35
NZ_CP034778.1_2281,6.8062,11041.89
NZ_CP034778.1_2282,5.3339,59532.70
NZ_CP034778.1_2283,9.0070,50191.38
NZ_CP034778.1_2284,6.2341,59721.86
NZ_CP034778.1_2285,6.3718,31580.86
NZ_CP034778.1_2286,5.6122,21288.08
NZ_CP034778.1_2288,9.7664,25396.35
NZ_CP034778.1_2289,8.7537,34058.09
NZ_CP034778.1_2290,10.5266,58333.12
NZ_CP034778.1_2291,6.4228,32085.27
NZ_CP034778.1_2293,10.6543,30514.22
NZ_CP034778.1_2294,9.6906,25865.67
NZ_CP034778.1_2296,6.1557,58439.59
NZ_CP034778.1_2297,6.7617,139845.94
NZ_CP034778.1_2298,10.1297,49511.61
NZ_CP034778.1_2300,10.5726,51617.99
NZ_CP034778.1_2301,9.7458,28278.79
NZ_CP034778.1_2302,5.1988,38980.71
NZ_CP034778.1_2305,6.7299,52503.91
NZ_CP034778.1_2307,4.6042,36770.89
NZ_CP034778.1_2308,4.9317,27296.88
NZ_CP034778.1_2310,9.8351,21500.74
NZ_CP034778.1_2311,6.4730,89905.18
NZ_CP034778.1_2312,6.4055,32265.92
NZ_CP034778.1_2313,10.7339,25676.90
NZ_CP034778.1_2314,10.4662,31413.64
NZ_CP034778.1_2316,10.0352,40426.39
NZ_CP034778.1_2318,6.7729,35696.29
NZ_CP034778.1_2319,9.9626,59403.03
NZ_CP034778.1_2320,11.5680,30239.59
NZ_CP034778.1_2321,9.5729,33789.32
NZ_CP034778.1_2322,6.7401,59293.85
NZ_CP034778.1_2323,6.0983,35290.43
NZ_CP034778.1_2324,5.0995,21837.04
NZ_CP034778.1_2325,6.7196,34815.63
NZ_CP034778.1_2326,6.1627,57787.91
NZ_CP034778.1_2328,5.1577,62771.70
NZ_CP034778.1_2330,7.2565,30840.35
NZ_CP034778.1_2331,7.8670,32563.53
NZ_CP034778.1_2333,4.4864,32445.61
NZ_CP034778.1_2337,7.0014,61847.56
NZ_CP034778.1_2338,10.3359,35979.45
NZ_CP034778.1_2340,5.1696,16518.64
NZ_CP034778.1_2344,5.1067,15093.12
NZ_CP034778.1_2347,7.3467,33066.17
NZ_CP034778.1_2348,6.7950,34902.66
NZ_CP034778.1_2349,6.7232,83882.18
NZ_CP034778.1_2350,6.1618,32543.73
NZ_CP034778.1_2351,9.4783,51840.08
NZ_CP034778.1_2352,9.1054,24304.34
NZ_CP034778.1_2353,6.8341,39702.71
NZ_CP034778.1_2354,5.1131,78965.52
NZ_CP034778.1_2355,7.4141,34824.37
NZ_CP034778.1_2358,7.9284,71098.01
NZ_CP034778.1_2359,6.7561,26996.56
NZ_CP034778.1_2361,5.9456,42897.85
NZ_CP034778.1_2363,6.9994,28986.87
NZ_CP034778.1_2364,5.6837,33434.89
NZ_CP034778.1_2365,6.3155,37372.47
NZ_CP034778.1_2366,8.3605,36247.97
NZ_CP034778.1_2367,6.0573,28068.34
NZ_CP034778.1_2368,6.9595,49257.74
NZ_CP034778.1_2369,10.1620,42499.63
NZ_CP034778.1_2370,7.2225,31657.79
NZ_CP034778.1_2371,5.1637,53722.24
NZ_CP034778.1_2372,6.8796,49764.43
NZ_CP034778.1_2373,7.0964,33983.18
NZ_CP034778.1_2374,10.2438,26632.02
NZ_CP034778.1_2375,7.6350,25956.84
NZ_CP034778.1_2376,5.0300,25654.24
NZ_CP034778.1_2378,6.1875,43589.32
NZ_CP034778.1_2379,5.1504,34208.74
NZ_CP034778.1_2380,7.6109,37890.79
NZ_CP034778.1_2381,6.9011,43373.53
NZ_CP034778.1_2382,5.3987,49501.24
NZ_CP034778.1_2383,8.7853,54347.44
NZ_CP034778.1_2384,7.0003,26256.01
NZ_CP034778.1_2385,6.2253,25667.79
NZ_CP034778.1_2386,6.2593,35573.71
NZ_CP034778.1_2388,8.6281,28773.45
NZ_CP034778.1_2390,6.3367,22715.71
NZ_CP034778.1_2391,6.5102,26908.77
NZ_CP034778.1_2392,5.0144,26729.19
NZ_CP034778.1_2393,8.3390,28759.16
NZ_CP034778.1_2397,6.6314,43855.79
NZ_CP034778.1_2398,8.3496,56118.96
NZ_CP034778.1_2399,10.0416,36891.85
NZ_CP034778.1_2400,8.0747,21153.18
NZ_CP034778.1_2401,6.5158,39980.10
NZ_CP034778.1_2404,6.9973,49493.09
NZ_CP034778.1_2406,6.3797,55587.90
NZ_CP034778.1_2407,7.1451,31774.41
NZ_CP034778.1_2408,9.6370,27821.26
NZ_CP034778.1_2409,9.9921,24088.58
NZ_CP034778.1_2410,10.3873,24071.55
NZ_CP034778.1_2411,6.9369,27171.41
NZ_CP034778.1_2412,6.6999,46015.86
NZ_CP034778.1_2413,5.9312,44416.44
NZ_CP034778.1_2414,5.4740,33830.92
NZ_CP034778.1_2415,5.9124,33555.59
NZ_CP034778.1_2417,6.3912,39579.76
NZ_CP034778.1_2419,9.4979,44546.62
NZ_CP034778.1_2420,10.1754,33519.96
NZ_CP034778.1_2422,7.4481,21940.32
NZ_CP034778.1_2423,6.1552,21806.69
NZ_CP034778.1_2424,9.3697,47160.76
NZ_CP034778.1_2425,6.9234,37776.02
NZ_CP034778.1_2426,5.1680,16033.45
NZ_CP034778.1_2428,8.4597,43948.79
NZ_CP034778.1_2429,5.8836,25381.24
NZ_CP034778.1_2430,4.5160,17163.50
NZ_CP034778.1_2431,8.4950,10787.51
NZ_CP034778.1_2432,5.0026,38108.30
NZ_CP034778.1_2433,10.1767,22349.69
NZ_CP034778.1_2434,8.9346,43675.17
NZ_CP034778.1_2435,7.4333,33512.74
NZ_CP034778.1_2436,6.7243,32283.20
NZ_CP034778.1_2437,6.3994,30008.84
NZ_CP034778.1_2439,5.5886,40750.56
NZ_CP034778.1_2441,5.4151,39792.59
NZ_CP034778.1_2442,11.0907,34734.33
NZ_CP034778.1_2443,6.5223,28120.54
NZ_CP034778.1_2444,5.5282,37876.30
NZ_CP034778.1_2445,5.3825,33228.12
NZ_CP034778.1_2446,5.0676,30656.76
NZ_CP034778.1_2447,6.2409,30149.40
NZ_CP034778.1_2451,9.1571,50860.41
NZ_CP034778.1_2452,9.2836,45252.09
NZ_CP034778.1_2453,6.5862,74789.94
NZ_CP034778.1_2454,6.5538,46863.95
NZ_CP034778.1_2455,7.8778,19530.54
NZ_CP034778.1_2456,5.9226,33547.35
NZ_CP034778.1_2457,5.6006,36315.30
NZ_CP034778.1_2458,9.5111,43146.29
NZ_CP034778.1_2459,7.2360,33531.88
NZ_CP034778.1_2460,6.6338,38715.36
NZ_CP034778.1_2462,5.4876,36786.26
NZ_CP034778.1_2464,6.2416,35985.00
NZ_CP034778.1_2465,7.3462,36578.90
NZ_CP034778.1_2467,8.9867,33921.72
NZ_CP034778.1_2469,7.6852,34519.80
NZ_CP034778.1_2470,5.2074,28283.21
NZ_CP034778.1_2471,6.1383,55000.41
NZ_CP034778.1_2472,6.6793,25919.73
